C:\COSMOS\Basic\outputs\logs\2023_04_02_20_05_33_tlm.bin

TARGET,PACKET,SAMPLE_1_3,SAMPLE_2_3,SAMPLE_3_3,SAMPLE_4_3,SAMPLE_5_3,SAMPLE_6_3,SAMPLE_7_3,SAMPLE_8_3,SAMPLE_9_3,SAMPLE_10_3,SAMPLE_11_3,SAMPLE_12_3,SAMPLE_13_3,SAMPLE_14_3,SAMPLE_15_3,SAMPLE_16_3,SAMPLE_17_3,SAMPLE_18_3,SAMPLE_19_3,SAMPLE_20_3
PILOT_TCP,ARIS,2.5926270738,2.6603028582,2.7320069631,2.7980714193000003,2.8552735704,2.9092530651,2.9422852932,3.0099610776,3.0719972133,0.0153076179,0.0749267613,0.1426025457,0.1667724687,0.2682861453,0.3367675938,0.386718768,0.4568115447,0.4801758036,0.5349609624,0.6082763955
PILOT_TCP,ARIS,0.668701203,0.7178467131,0.7855224975,0.8644775793,0.9160400817000001,0.9861328584,1.0497803223,1.1013428247000001,1.1754639219,1.1996338449000001,1.2681152934,1.3422363906,1.3946045571,1.4590576851000001,1.5130371798,1.5766846437,1.6314698025,1.7072022279,1.7458741047000002,1.812744225
PILOT_TCP,ARIS,1.8965332914000002,1.9207032144,1.9875733347,2.0455811499,2.102783301,2.1760987341,2.2284669006,2.296142685,2.3533448361000002,2.4274659333,2.4806397639,2.5467042201,2.6103516840000003,2.6385499275,2.6933350863000003,2.7440919246,2.8311036474,2.8697755242,2.9350343163,3.0067384212
PILOT_TCP,ARIS,3.0671632287,0.008056641,0.0757324254,0.1281005919,0.1973877045,0.23283692490000002,0.2908447401,0.3536865399,0.4092773628,0.4858154523,0.5381836188,0.5978027622000001,0.6654785466,0.7347656592,0.7984131231,0.8564209383,0.8950928151,0.9595459431000001,1.023193407,1.0610596197
PILOT_TCP,ARIS,1.1247070836,1.2157471269,1.2471680268,1.3261231086,1.385742252,1.4574463569,1.5162598362000002,1.5734619873,1.6491944127,1.675781328,1.732177815,1.7909912943000001,1.8594727428,1.9247315349,1.9851563424,2.0504151345,2.1777100623,2.2341065493,2.2969483491,2.3614014771000003
PILOT_TCP,ARIS,2.3863770642,2.4419678871,2.5160889843,2.57812512,2.6409669198,2.7021973914,2.7585938784,2.8206300141000002,2.8875001344,2.9374513086,3.0156007263,3.0381593211,3.1034181132,0.0354492204,0.1071533253,0.1595214918,0.225585948,0.2916504042,0.3561035322,0.4229736525
PILOT_TCP,ARIS,0.4850097882,0.5148193599,0.612304716,0.628417998,0.6968994465,0.7605469104,0.8250000384,0.8773682049,0.9531006303,1.0248047352,1.0868408709,1.1335693887,1.1730469296000001,1.2713379498000001,1.3325684214,1.3494873675,1.4058838545,1.4848389363,1.5412354233,1.6145508564
PILOT_TCP,ARIS,1.667724687,1.7184815253,1.7950196148000002,1.8578614146,1.925537199,1.9851563424,2.0455811499,2.0770020498,2.1390381855,2.2083252981,2.271972762,2.3195069439,2.3823487437,2.4451905435,2.513671992,2.5813477764,2.634521607,2.6957520786,2.7521485656,2.7980714193000003
PILOT_TCP,ARIS,2.8576905627,2.9197266984,2.9575929111,3.0478272903,3.1001954568000003,0.0410888691,0.11359863810000001,0.17160645330000002,0.22719727620000002,0.2940673965,0.3536865399,0.35449220400000003,0.4576172088,0.5132080317000001,0.5816894802,0.6405029595,0.6880371414,0.7645752309,0.8370849999000001,0.878173869
PILOT_TCP,ARIS,0.9514893021,1.0119141096,1.0715332530000001,1.103759817,1.176269586,1.2375000576000001,1.3051758420000001,1.3615723290000001,1.4179688160000001,1.4920899132,1.5420410874000001,1.6105225359,1.6749756639,1.7337891432,1.7716553559000001,1.9126465734,1.9424561451,2.0093262654,2.0761963857,2.1011719728
PILOT_TCP,ARIS,2.2010743212,2.2373292057,2.3114503029,2.3815430796,2.449218864,2.4709717947,2.5370362509,2.5869874251000002,2.6659425069,2.7328126272,2.7932374347,2.8593018909,2.9277833394,2.9833741623,3.0389649852000002,3.101806785,0.0418945332,0.0612304716,0.1426025457,0.20222168910000002
PILOT_TCP,ARIS,0.2489502069,0.3254882964,0.3907470885,0.4479492396,0.5011230702,0.5752441674000001,0.6493652646,0.692871126,0.7557129258,0.7911621462,0.8588379306,0.9216797304000001,0.9821045379000001,1.0425293454,1.111816458,1.1641846245,1.2238037679,1.2882568959,1.3559326803,1.4187744801
PILOT_TCP,ARIS,1.4566406928,1.4945069055,1.5734619873,1.6395264435,1.683837969,1.7676270354,1.8208008660000001,1.8900879786,1.9456788015000002,2.0149659141000003,2.0794190421,2.1519288111,2.1760987341,2.2333008852000003,2.2937256927000003,2.3581788207,2.4210206205,2.4838624203,2.5273682817000003,2.6031007071
PILOT_TCP,ARIS,2.6715821556,2.7320069631,2.7610108707000003,2.8584962268000003,2.9197266984,2.9511475983,3.0156007263,3.0719972133,0.0112792974,0.0862060587,0.136962897,0.1957763763,0.257812512,0.32629396050000004,0.3891357603,0.4398925986,0.5003174061,0.5406006111,0.6058594032,0.660644562
PILOT_TCP,ARIS,1.2632813088000001,1.3277344368000001,1.3881592443000002,1.4606690133,1.4945069055,1.5758789796000001,1.6491944127,1.675781328,1.7305664868000001,1.7781006687,1.8498047736,1.9198975503,1.9762940373,2.0399415012,2.1052002933000002,2.1664307649,2.2139649468,2.3001710055,2.3662354617,2.3871827283
PILOT_TCP,ARIS,0.0515625024,0.1313232483,0.1917480558,0.2296142685,0.2884277478,0.3536865399,0.4229736525,0.4809814677,0.5551025649,0.6106933878,0.6703125312,0.7154297208,0.7984131231,0.8443359768,0.9232910586,0.9514893021,1.0199707506,1.0836182145,1.1448486861,1.1931885321
PILOT_TCP,ARIS,1.9851563424,2.0471924781,2.1116456061,2.1769043982,2.2292725647,2.2913087004,2.3581788207,2.4169923,2.4725831229,2.5281739458,2.6079346917,2.6280762942,2.6997803991000002,2.7440919246,2.8190186859,2.8729981806000002,2.9495362701000003,3.005127093,3.0776368620000003,0.0120849615
PILOT_TCP,ARIS,0.7323486669,0.789550818,0.8612549229,0.9240967227,0.9812988738,1.0199707506,1.0997314965,1.152099663,1.2052734936,1.2713379498000001,1.329345765,1.3921875648,1.4550293646,1.5090088593,1.6467774204,1.6943116023,1.7619873867,1.8312744993,1.8739746966000002,1.9110352452000001
PILOT_TCP,ARIS,2.4556641768,2.5177003125,2.5749024636,2.6393555916,2.7038087196,2.7602052066000002,2.8222413423,2.8987794318,2.9430909573,3.0091554135000003,3.0752198697,3.1010011209,0.0370605486,0.0958740279,0.15791016360000001,0.2352539172,0.2956787247,0.32629396050000004,0.418945332,0.491455101
PILOT_TCP,ARIS,0.547851588,0.6010254186,0.668701203,0.7017334311,0.7565185899,0.8056641,0.8886475023,0.9490723098,1.0103027814,1.0675049325000001,1.1384033733,1.1964111885,1.2375000576000001,1.393798893,1.4131348314,1.4928955773,1.5476807361,1.5992432385,1.6790039844,1.7305664868000001
PILOT_TCP,ARIS,1.7998535994,1.8635010633,1.8925049709000001,1.973877045,2.0520264627,2.0802247062,2.1197022471,2.1978516648,2.2647217851,2.3235352644000002,2.3992676898000003,2.4355225743,2.5040040228000002,2.570068479,2.6321046147000002,2.7030030555,2.7706788399,2.8020997398,2.8584962268000003,2.924560683
PILOT_TCP,ARIS,2.9745118572,3.0550782672000003,3.1050294414,0.0056396487,0.10957031760000001,0.1724121174,0.23041993260000002,0.29890138110000003,0.3617431809,0.3802734552,0.4479492396,0.5099853753,0.572021511,0.6461426082,0.6993164388,0.7702148796,0.8177490615,0.8709228921000001,0.9498779739000001,0.9998291481
PILOT_TCP,ARIS,1.0739502453,1.1053711452000001,1.1666016168,1.224609432,1.2818115831,1.3486817034,1.4203858083,1.4735596389,1.5476807361,1.6105225359,1.6765869921,1.7362061355,1.804687584,1.836914148,1.8804200094,1.9400391528,2.0181885705,2.0673340806000002,2.1398438496,2.1889893597
PILOT_TCP,ARIS,2.2679444415,2.3332032336,2.3742921027,2.4339112461,2.5201173048000003,2.5547608611,2.5966553943,2.65869153,2.7360352836,2.7972657552,2.8657472037000002,2.9148927138,2.9575929111,3.0437989698,3.0993897927000003,0.0370605486,0.0757324254,0.1313232483,0.18852539940000002,0.2425048941
PILOT_TCP,ARIS,0.3335449374,0.3834961116,0.4398925986,0.5148193599,0.5704101828,0.6421142877,0.7041504234,0.7637695668000001,0.7863281616000001,0.862060587,0.9128174253,0.9877441866000001,1.1053711452000001,1.1722412655,1.2423340422,1.2721436139,1.3510986957,1.4195801442,1.4493897159,1.514648508
PILOT_TCP,ARIS,1.5799073001000001,1.635498123,1.7047852356,1.7458741047000002,1.8361084839000001,1.8892823145,1.9472901297,2.0197998987,2.0721680652,2.1253418958,2.1962403366,2.2292725647,2.3017823337,2.3654297976,2.4202149564,2.4846680844,2.5442872278,2.6087403558,2.6458009044,2.7303956349000003
PILOT_TCP,ARIS,2.7940430988,2.8536622422,2.9044190805000003,2.9181153702000002,3.0196290468,3.0687745569000002,0.004833984600000001,0.0700927767,0.136962897,0.1973877045,0.2642578248,0.31018067850000003,0.3851074398,0.44956056780000003,0.5228760009,0.5430176034,0.6082763955,0.6678955389,0.7347656592,0.7935791385000001
PILOT_TCP,ARIS,0.8572266024,0.9192627381,0.982910202,1.0513916505,1.1077881375,1.1633789604,1.232666073,1.264892637,1.3349854137000001,1.3921875648,1.4598633492,1.5170655003,1.5774903078,1.6322754666000001,1.6967285946000001,1.7635987149,1.8216065301,1.8788086812,1.9529297784000001,1.9851563424
PILOT_TCP,ARIS,0.1426025457,0.1796630943,0.2602295043,0.28198243500000003,0.3496582194,0.41572267560000004,0.4793701395,0.5470459239000001,0.5905517853,0.6638672184000001,0.7307373387,0.8588379306,0.926513715,0.982910202,1.0038574686000001,1.063476612,1.1400147015,1.2044678295,1.2689209575,1.3245117804
PILOT_TCP,ARIS,1.3889649084,1.4437500672,1.5186768285,1.5799073001000001,1.6387207794,1.7080078920000001,1.7418457842000001,1.8014649276,1.8385254762,1.9198975503,1.981933686,2.0415528294,2.0963379882,2.1736817418,2.2389405339,2.2808350671,2.3646241335,2.4129639795,2.4596924973000003,2.5144776561
PILOT_TCP,ARIS,2.5604005098,2.6296876224,2.6917237581,2.7465089169,2.8166016936,2.8915284549,2.9503419342,2.989013811,3.0784425261,0.0209472666,0.040283205,0.0781494177,0.15468750720000002,0.2183349711,0.2940673965,0.3552978681,0.4076660346,0.4785644754,0.5454345957,0.6211670211
PILOT_TCP,ARIS,0.6735351876,0.6727295235,0.7653808950000001,0.8266113666,0.8934814869000001,0.9418213329,0.9853271943,1.0666992684,1.135986381,1.1996338449000001,1.2576416601,1.3317627573,1.385742252,1.4211914724,1.4888672568,1.5299561259,1.6105225359,1.6765869921,1.740234456,1.8038819199
PILOT_TCP,ARIS,3.0389649852000002,3.1034181132,0.0451171896,0.1071533253,0.17160645330000002,0.22478028390000002,0.2852050914,0.3561035322,0.4181396679,0.4455322473,0.6131103801,0.612304716,0.7025390952,0.7589355822,0.8346680076,0.8950928151,0.9498779739000001,1.0215820788,1.0844238786,1.1271240759
PILOT_TCP,ARIS,1.1698242732,1.2286377525,1.2987305292,1.3519043598,1.3946045571,1.4759766312,1.5484864002,1.6072998795,1.6604737101,1.7354004714,1.796630943,1.85302743,1.8900879786,1.9319825118,2.0093262654,2.0697510729,2.1414551778,2.2059083058,2.2606934646,2.3211182721
PILOT_TCP,ARIS,2.3944337052,2.4500245281,2.5104493356,2.5547608611,2.6111573481,2.6699708274000002,2.7384522759000003,2.7908204424000003,2.852050914,2.9189210343000003,2.9817628341,3.045410298,3.093750144,0.0330322281,0.1071533253,0.1337402406,0.1788574302,0.2674804812,0.2997070452,0.394775409
PILOT_TCP,ARIS,0.4471435755,0.4970947497,0.580078152,0.6469482723000001,0.6856201491,0.7726318719,0.8266113666,0.8588379306,0.9087891048000001,0.9877441866000001,1.0578369633,1.0892578632,1.1770752501000001,1.2342774012,1.28906256,1.3583496726,1.4147461596,1.4888672568,1.5509033925,1.5871582770000001
PILOT_TCP,ARIS,2.8568848986,2.9076417369,2.9745118572,3.0139893981,3.0671632287,0.0,0.0708984408,0.13535156880000002,0.19658204040000002,0.3166259913,0.38752443210000004,0.4527832242,0.5132080317000001,0.5679931905,0.6131103801,0.6711181953,0.7186523772,0.8008301154,0.8572266024,0.9232910586
PILOT_TCP,ARIS,0.9579346149,1.0465576659,1.1142334503,1.1754639219,1.2350830653,1.297119201,1.3196777958,1.3760742828,1.4469727236,1.5210938208,1.5605713617,1.635498123,1.7120362125000002,1.7652100431,1.8240235224,1.8892823145,1.9448731374000001,1.9843506783,2.0520264627,2.1132569343000003
PILOT_TCP,ARIS,2.1680420931,2.2349122134,2.2913087004,2.3509278438,2.4202149564,2.4540528486,2.5507325406,2.6031007071,2.6691651633,2.7021973914,2.7602052066000002,2.8157960295,2.8794434934,2.9342286522000003,3.0139893981,3.0719972133,0.016113282,0.07331543310000001,0.1240722714,0.1981933686
PILOT_TCP,ARIS,0.2618408325,0.29890138110000003,0.3585205245,0.4197509961,0.4809814677,0.547851588,0.6131103801,0.6509765928,0.741210972,0.7984131231,0.8540039460000001,0.9232910586,0.9893555148000001,1.0078857891,1.0820068863,1.1263184118,1.2068848218000001,1.2689209575,1.3365967419,1.393798893
