C:\COSMOS\Basic\outputs\logs\2023_04_02_20_05_33_tlm.bin

TARGET,PACKET,SAMPLE_1_3,SAMPLE_2_3,SAMPLE_3_3,SAMPLE_4_3,SAMPLE_5_3,SAMPLE_6_3,SAMPLE_7_3,SAMPLE_8_3,SAMPLE_9_3,SAMPLE_10_3,SAMPLE_11_3,SAMPLE_12_3,SAMPLE_13_3,SAMPLE_14_3,SAMPLE_15_3,SAMPLE_16_3,SAMPLE_17_3,SAMPLE_18_3,SAMPLE_19_3,SAMPLE_20_3
PILOT_TCP,ARIS,1.4526123723,1.5073975311,1.5815186283,1.6395264435,1.7047852356,1.7354004714,1.7901856302,1.8651123915,1.9231202067,1.9859620065,2.0496094704,2.1076172856,2.1736817418,2.2389405339,2.3025879978,2.3509278438,2.4226319487,2.449218864,2.5128663279,2.5604005098
PILOT_TCP,ARIS,2.6111573481,2.6949464145,2.7730958322,2.8230470064,2.8770265011,2.9503419342,3.0107667417,3.0502442826,0.0,0.0,0.1119873099,0.169189461,0.225585948,0.2852050914,0.45439455240000004,0.4809814677,0.531738306,0.604248075,0.6759521799,0.7347656592
PILOT_TCP,ARIS,0.7686035514,0.8370849999000001,0.8846191818,0.958740279,1.0151367660000001,1.0779785658,1.1464600143,1.20849615,1.2576416601,1.3269287727,1.3889649084,1.4542237005,1.4783936235000001,1.5428467515,1.6153565205,1.6741699998000001,1.7136475407,1.7998535994,1.8514161018000002,1.917480558
PILOT_TCP,ARIS,1.9883789988,2.0181885705,2.1116456061,2.1664307649,2.1962403366,2.2743897543,2.3259522567,2.3767090950000003,2.4459962076,2.5152833202,2.5821534405,2.6361329352,2.7062257119,2.7650391912,2.81982435,2.8866944703,2.9205323625,2.9761231854,3.0470216262000003,3.0953614722
PILOT_TCP,ARIS,0.039477540900000004,0.0950683638,0.1699951251,0.2376709095,0.2795654427,0.3633545091,0.4141113474,0.4898437728,0.5091797112,0.5744385033,0.6348633108,0.7105957362,0.733154331,0.8290283589,0.8870361741,0.9466553175,1.0191650865,1.0820068863,1.1464600143,1.1698242732
PILOT_TCP,ARIS,2.4556641768,2.4959473818,2.5740967995,2.6119630122,2.6691651633,2.7126710247,2.7932374347,2.9237550189,2.9712892008000003,3.0397706493000003,3.0816651825,0.0410888691,0.08862305100000001,0.1587158277,0.19980469680000001,0.265869153,0.32226564,0.3641601732,0.44875490370000004,0.5172363522
PILOT_TCP,ARIS,0.5824951443,0.6396972954,0.6896484696,0.7637695668000001,0.8274170307000001,0.8854248459,0.9208740663,0.9764648892000001,1.0449463377000001,1.1069824734,1.1448486861,1.2407227140000001,1.2963135369,1.3639893213,1.4228028006,1.4767822953,1.5492920643,1.6081055436,1.6379151153,1.7112305484
PILOT_TCP,ARIS,1.7507080893,1.8240235224,1.8731690325,1.9553467707,1.9859620065,2.0826416985000002,2.1454834983,2.1978516648,2.2679444415,2.3299805772,2.3493165156,2.4234376128,2.4766114434,2.5531495329,2.5837647687,2.6627198505000003,2.73925794,2.787597786,2.860107555,2.9213380266
PILOT_TCP,ARIS,2.9769288495,3.0349366647,3.0728028774,0.0032226564,0.0684814485,0.1474365303,0.2006103609,0.2634521607,0.30454102980000003,0.386718768,0.45439455240000004,0.5140136958,0.5728271751,0.6405029595,0.6654785466,0.7339599951,0.7943848026,0.8540039460000001,0.9136230894,0.9821045379000001
PILOT_TCP,ARIS,2.2284669006,2.2985596773,2.3646241335,2.4153809718,2.4862794126,2.5483155483,2.6683594992,2.7328126272,2.7545655579,2.8182130218,2.8866944703,2.9503419342,3.0123780699,3.0671632287,0.0153076179,0.0652587921,0.1426025457,0.1957763763,0.2747314581,0.330322281
PILOT_TCP,ARIS,0.3593261886,0.4092773628,0.475341819,0.5502685803,0.6010254186,0.6783691722,0.7291260105,0.7903564821,0.8612549229,0.8983154715,0.9651855918000001,1.0546143069,1.0683105966,1.1392090374000001,1.2036621654,1.2544190037,1.3156494753,1.3664063136,1.4518067082000001,1.4993408901
PILOT_TCP,ARIS,1.5863526129,1.6363037871000001,1.7031739074,1.7684326995000001,1.7974366071,1.8586670787000001,1.917480558,1.9899903270000001,2.0512207986,2.1003663087,2.1559571316,2.2308838929,2.2937256927000003,2.3468995233000003,2.4242432769,2.4870850767,2.5128663279,2.5740967995,2.634521607,2.7054200478
PILOT_TCP,ARIS,2.7537598938000003,2.8214356782000003,2.8987794318,2.9543702547,3.0156007263,3.0744142056,0.0209472666,0.07331543310000001,0.1111816458,0.1683837969,0.2280029403,0.2964843888,0.3552978681,0.4181396679,0.475341819,0.5446289316,0.5969970981,0.6711181953,0.7114014003,0.8008301154
PILOT_TCP,ARIS,2.0415528294,2.0931153318,2.1664307649,2.1656251008000003,2.2623047928,2.3952393693,2.4347169102,2.5104493356,2.570068479,2.6466065685,2.6973634068,2.755371222,2.8222413423,2.8786378293,2.9068360728,2.9785401777000002,3.0260743596,3.1066407696000002,0.033837892200000004,0.0990966843
PILOT_TCP,ARIS,0.1667724687,0.217529307,0.28762208370000003,0.3343506015,0.4076660346,0.48339846000000003,0.5059570548,0.5655761982,0.6308349903,0.6993164388,0.7653808950000001,0.8185547256,0.8910644946,0.9563232867,1.0239990711,1.079589894,1.1416260297,1.2060791577,1.2391113858,1.2947022087
PILOT_TCP,ARIS,1.3704346341,1.4147461596,1.4695313184,1.5500977284000002,1.6218018333,1.6854492972000001,1.7490967611000001,1.8054932481000001,1.869140712,1.9392334887,1.9682373963000002,2.0222168910000002,2.09472666,2.1583741239000003,2.2187989314000003,2.2824463953,2.3509278438,2.408935659,2.4701661306,2.5281739458
PILOT_TCP,ARIS,2.5966553943,2.6659425069,2.6885011017,2.7569825502,2.8061280603000003,2.8850831421,2.9567872470000003,3.021240375,3.0478272903,3.1428956541,0.0088623051,0.08298340230000001,0.16032715590000002,0.2030273532,0.2642578248,0.3198486477,0.3899414244,0.4535888883,0.5140136958,0.5704101828
PILOT_TCP,ARIS,1.8288575070000002,1.8973389555,1.9432618092,2.0069092731000002,2.1333985368,2.1938233443,2.2502198313,2.3259522567,2.3775147591,2.4202149564,2.4758057793,2.5531495329,2.6135743404,2.6530518813,2.7239503221,2.7964600911,2.8294923192,2.9173097061,2.9745118572,3.0244630314000003
PILOT_TCP,ARIS,3.1082520978,0.0,0.07734375360000001,0.1337402406,0.1869140712,0.257812512,0.3270996246,0.3915527526,0.4568115447,0.5107910394,0.5696045187000001,0.6324463185,0.6695068671000001,0.7339599951,0.7984131231,0.8427246486000001,0.9224853945,0.9885498507,1.0417236813,1.1126221221
PILOT_TCP,ARIS,1.1569336476,1.2342774012,1.2858399036000001,1.3478760393,1.3841309238000001,1.4574463569,1.5130371798,1.5847412847,1.6403321076000001,1.7047852356,1.7668213713,1.8288575070000002,1.8852539940000002,1.9376221605000001,2.0157715782,2.078613378,2.1011719728,2.1648194367,2.2437745185,2.2969483491
PILOT_TCP,ARIS,2.3614014771000003,2.425048941,2.4870850767,2.5483155483,2.6159913327,2.6675538351,2.7255616503,2.7932374347,2.8327149756,2.8866944703,2.9487306060000003,3.0059327571,3.0719972133,0.019335938400000002,0.0870117228,0.136962897,0.1973877045,0.2513671992,0.3327392733,0.3891357603
PILOT_TCP,ARIS,1.6298584743,1.6983399228,1.7571534021000002,1.8780030171,1.9029786042,1.9883789988,2.0439698217,2.0770020498,2.1688477572,2.2405518621000002,2.2824463953,2.3565674925,2.408935659,2.4790284357,2.521728633,2.5587891816,2.634521607,2.698974735,2.7642335271,2.8319093115
PILOT_TCP,ARIS,2.8939454472,2.9430909573,2.9978761161,3.0566895954,0.0,0.0668701203,0.1023193407,0.1732177815,0.2392822377,0.2892334119,0.3528808758,0.4245849807,0.48259279590000004,0.539794947,0.5986084263,0.6533935851,0.7379883156,0.7976074590000001,0.829834023,0.8765625408000001
PILOT_TCP,ARIS,0.9281250432,1.0119141096,1.079589894,1.135986381,1.1956055244000001,1.2536133396,1.2963135369,1.3913819007000001,1.4437500672,1.5138428439,1.5275391336000002,1.5903809334,1.6475830845000001,1.7370117996,1.7893799661,1.8626953992000002,1.9303711836000002,1.9787110296000001,2.0447754858000002,2.0850586908
PILOT_TCP,ARIS,2.1736817418,2.2010743212,2.2623047928,2.3219239362,2.3879883924,2.4596924973000003,2.5112549997,2.5829591046,2.618408325,2.7021973914,2.7626221989,2.8294923192,2.884277478,2.9463136137,2.9841798264,3.0478272903,3.1042237773,0.048339846,0.07895508180000001,0.169189461
PILOT_TCP,ARIS,1.4195801442,1.4767822953,1.6129395282,1.6685303511,1.7345948073000002,1.788574302,1.861084071,1.9207032144,1.9883789988,1.9980469680000001,2.0689454088,2.1390381855,2.2010743212,2.2663331133,2.3259522567,2.384765736,2.4508301922,2.4854737485,2.5708741431,2.6329102788000003
PILOT_TCP,ARIS,2.6949464145,2.7344239554,2.7916261065,2.8649415396,2.9189210343000003,2.9761231854,3.045410298,3.1026124491,0.0467285178,0.1023193407,0.1708007892,0.23847657360000002,0.2634521607,0.3198486477,0.3681884937,0.44956056780000003,0.5132080317000001,0.5712158469,0.6461426082,0.7081787439
PILOT_TCP,ARIS,0.7661865591,0.8346680076,0.8580322665,0.9619629354,0.9861328584,1.0159424301,1.1134277862,1.1770752501000001,1.2407227140000001,1.2922852164,1.3631836572,1.4107178391000001,1.4791992876,1.5412354233,1.6081055436,1.6725586716,1.7039795715000001,1.77246102,1.8256348506,1.893310635
PILOT_TCP,ARIS,1.9521241143,2.0206055628,2.0633057601,2.1422608419,2.1970460007,2.2663331133,2.3251465926,2.384765736,2.3952393693,2.4741944511000002,2.5467042201,2.6006837148,2.6554688736000003,2.7279786426,2.7932374347,2.8568848986,2.908447401,2.972900529,3.0357423288,3.0832765107
PILOT_TCP,ARIS,1.2375000576000001,1.3623779931,1.3768799469000002,1.4469727236,1.5154541721,1.5742676514,1.6209961692000001,1.6959229305,1.7547364098,1.8272461788,1.8844483299,1.9650147399,2.0101319295,2.0592774396,2.1076172856,2.1712647495,2.2276612365,2.2816407312,2.3573731566,2.4266602692
PILOT_TCP,ARIS,2.4782227716,2.5386475791,2.5990723866,2.6627198505000003,2.7424805964,2.8053223962000002,2.8302979833,2.8810548216000003,2.9567872470000003,2.9994874443,3.0687745569000002,0.0088623051,0.064453128,0.1313232483,0.1748291097,0.2642578248,0.32629396050000004,0.3899414244,0.4165283397,0.4858154523
PILOT_TCP,ARIS,0.5269043214,0.6018310827,0.6815918286,0.7291260105,0.7992187872000001,0.8330566794,0.9232910586,0.9837158661000001,1.0465576659,1.0948975119,1.1400147015,1.2020508372,1.2608643165,1.3309570932,1.3833252597,1.4477783877000001,1.5154541721,1.5823242924,1.6483887486,1.6902832818
PILOT_TCP,ARIS,1.7571534021000002,1.8336914916,1.8635010633,1.8965332914000002,1.9916016552,2.0471924781,2.1076172856,2.1704590854,2.2268555724,2.2969483491,2.3493165156,2.4194092923,2.4806397639,2.5160889843,2.5805421123,2.6329102788000003,2.6997803991000002,2.763427863,2.8206300141000002,2.8826661498
PILOT_TCP,ARIS,1.0755615735,1.1472656784,1.1964111885,1.2616699806,1.3180664676,1.3978272135,1.4558350287000001,1.5202881567,1.5436524156,1.6056885513,1.6725586716,1.7386231278,1.7901856302,1.8635010633,1.9207032144,1.981933686,2.0471924781,2.1148682625,2.17529307,2.2349122134
PILOT_TCP,ARIS,2.2534424877,2.3267579208,2.384765736,2.4298829256,2.5193116407000002,2.5716798072000002,2.6280762942,2.7094483683,2.7529542297000003,2.8101563808,2.8866944703,2.9575929111,2.9559815829000002,3.0260743596,3.0808595184,0.0281982435,0.1087646535,0.1732177815,0.2344482531,0.29326173240000003
PILOT_TCP,ARIS,0.3536865399,0.42136232430000004,0.48823244460000004,0.5486572521,0.5752441674000001,0.6292236621,0.6968994465,0.7605469104,0.8153320692,0.8926758228,0.9571289508,1.0199707506,1.0666992684,1.1400147015,1.20849615,1.2600586524000001,1.2785889267000001,1.3559326803,1.4050781904,1.4743653030000001
PILOT_TCP,ARIS,1.5589600335,1.6105225359,1.6459717563,1.732177815,1.7958252789,1.8602784069,1.9150635657000001,1.9456788015000002,1.9835450142,2.0649170883,2.1285645522,2.1728760777000002,2.2687501056,2.3211182721,2.3863770642,2.4596924973000003,2.5152833202,2.5732911354,2.6482178967000003,2.6619141864
PILOT_TCP,ARIS,2.7287843067,2.7867921219,2.8464112653,2.916504042,2.9583985752,3.0389649852000002,3.0897218235,0.054785158800000004,0.1111816458,0.1458252021,0.2223632916,0.2562011838,0.32226564,0.3915527526,0.4479492396,0.5107910394,0.5728271751,0.6147217083000001,0.6864258132000001,0.8354736717
PILOT_TCP,ARIS,0.8797851972,0.9474609816,0.982910202,1.0417236813,1.1126221221,1.1537109912,1.2342774012,1.2987305292,1.3631836572,1.3962158853,1.4840332722,1.5202881567,1.6161621846,1.6701416793000001,1.6983399228,1.7627930508,1.8256348506,1.8949219632,1.9537354425,2.0117432577
PILOT_TCP,ARIS,2.0778077139,2.1390381855,2.1906006879,2.2623047928,2.3195069439,2.3887940565,2.4226319487,2.4435792153,2.5442872278,2.6103516840000003,2.666748171,2.7183106734,2.8045167321,2.8512452499000003,2.9068360728,2.9712892008000003,3.0413819775,3.1001954568000003,0.0,0.08056641
PILOT_TCP,ARIS,0.13535156880000002,0.201416025,0.2481445428,0.3109863426,0.3689941578,0.44392091910000003,0.5244873291000001,0.5736328392,0.6421142877,0.7049560875,0.7339599951,0.7855224975,0.8572266024,0.9273193791000001,0.9837158661000001,1.0481689941,1.1077881375,1.1730469296000001,1.2262207602,1.2753662703
PILOT_TCP,ARIS,1.36962897,1.4276367852,1.4477783877000001,1.5210938208,1.5726563232000002,1.6411377717,1.7047852356,1.7635987149,1.8256348506,1.8731690325,1.9480957938,2.0214112269,2.0770020498,2.1043946292,2.1470948265,2.2292725647,2.2937256927000003,2.3541505002000003,2.4194092923,2.4806397639
PILOT_TCP,ARIS,2.5354249227,2.6031007071,2.6796387966,2.7376466118000002,2.795654427,2.8125733731,2.8971681036,2.9495362701000003,3.0083497494,3.0760255338,0.0,0.0684814485,0.1272949278,0.1989990327,0.2634521607,0.31501466310000004,0.3899414244,0.40444337820000004,0.5607422136,0.6034424109000001
PILOT_TCP,ARIS,0.6509765928,0.7299316746,0.7774658565,0.8523926178,0.9168457458,0.982910202,1.0417236813,1.1069824734,1.1400147015,1.192382868,1.2673096293000001,1.3108154907,1.3921875648,1.434082098,1.4848389363,1.5452637438,1.6395264435,1.7023682433,1.7740723482,1.8256348506
