C:\COSMOS\Basic\outputs\logs\2023_04_02_20_05_33_tlm.bin

TARGET,PACKET,SAMPLE_1_3,SAMPLE_2_3,SAMPLE_3_3,SAMPLE_4_3,SAMPLE_5_3,SAMPLE_6_3,SAMPLE_7_3,SAMPLE_8_3,SAMPLE_9_3,SAMPLE_10_3,SAMPLE_11_3,SAMPLE_12_3,SAMPLE_13_3,SAMPLE_14_3,SAMPLE_15_3,SAMPLE_16_3,SAMPLE_17_3,SAMPLE_18_3,SAMPLE_19_3,SAMPLE_20_3,START_TIME,COLLECTIME1,COLLECTIME2,COLLECTIME3,COLLECTIME4,COLLECTIME5,COLLECTIME6,COLLECTIME7,COLLECTIME8,COLLECTIME9,COLLECTIME10,COLLECTIME11,COLLECTIME12,COLLECTIME13,COLLECTIME14,COLLECTIME15,COLLECTIME16,COLLECTIME17,COLLECTIME18,COLLECTIME19,COLLECTIME20,SAMPLE_1_1,SAMPLE_2_1,SAMPLE_3_1,SAMPLE_4_1,SAMPLE_5_1,SAMPLE_6_1,SAMPLE_7_1,SAMPLE_8_1,SAMPLE_9_1,SAMPLE_10_1,SAMPLE_11_1,SAMPLE_12_1,SAMPLE_13_1,SAMPLE_14_1,SAMPLE_15_1,SAMPLE_16_1,SAMPLE_17_1,SAMPLE_18_1,SAMPLE_19_1,SAMPLE_20_1,SAMPLE_1_2,SAMPLE_2_2,SAMPLE_3_2,SAMPLE_4_2,SAMPLE_5_2,SAMPLE_6_2,SAMPLE_7_2,SAMPLE_8_2,SAMPLE_9_2,SAMPLE_10_2,SAMPLE_11_2,SAMPLE_12_2,SAMPLE_13_2,SAMPLE_14_2,SAMPLE_15_2,SAMPLE_16_2,SAMPLE_17_2,SAMPLE_18_2,SAMPLE_19_2,SAMPLE_20_2
PILOT_TCP,ARIS,0.5824951443,0.6396972954,0.6896484696,0.7637695668000001,0.8274170307000001,0.8854248459,0.9208740663,0.9764648892000001,1.0449463377000001,1.1069824734,1.1448486861,1.2407227140000001,1.2963135369,1.3639893213,1.4228028006,1.4767822953,1.5492920643,1.6081055436,1.6379151153,1.7112305484,4294967253,4250383306,4248383141,4246383232,4244383098,4242383049,4240383019,4238382942,4236383033,4234382793,4232382980,4230383027,4228382829,4226382770,4224382847,4222382735,4220382870,4218382847,4216382718,4214383268,4212382706,0.7976074590000001,0.8129150769,0.8032471077000001,0.8225830461,0.813720741,0.8104980846000001,0.8161377333000001,0.8233887102,0.8104980846000001,0.8233887102,0.8024414436,0.8233887102,0.8225830461,0.8161377333000001,0.8217773820000001,0.8386963281,0.8362793358,0.8274170307000001,0.8330566794,0.829834023,0.7935791385000001,0.8153320692,0.8104980846000001,0.8153320692,0.7992187872000001,0.8177490615,0.8161377333000001,0.8104980846000001,0.8104980846000001,0.8185547256,0.8024414436,0.8016357795,0.8080810923,0.8113037487,0.8104980846000001,0.8145264051000001,0.7992187872000001,0.8000244513,0.8153320692,0.8193603897
PILOT_TCP,ARIS,1.7507080893,1.8240235224,1.8731690325,1.9553467707,1.9859620065,2.0826416985000002,2.1454834983,2.1978516648,2.2679444415,2.3299805772,2.3493165156,2.4234376128,2.4766114434,2.5531495329,2.5837647687,2.6627198505000003,2.73925794,2.787597786,2.860107555,2.9213380266,4294967253,4210382508,4208382476,4206382487,4204382418,4202382963,4200382514,4198382361,4196382183,4194382402,4192382206,4190382156,4188382244,4186382593,4184382168,4182382241,4180382718,4178382415,4176382358,4174382224,4172382420,0.8354736717,0.8121094128,0.8241943743,0.8290283589,0.829834023,0.837890664,0.8354736717,0.8330566794,0.8411133204,0.8427246486000001,0.845947305,0.8233887102,0.8411133204,0.8419189845,0.8346680076,0.8386963281,0.8467529691,0.8346680076,0.8403076563,0.8403076563,0.8169433974,0.8193603897,0.8177490615,0.7871338257,0.813720741,0.8000244513,0.8169433974,0.813720741,0.8209717179,0.8185547256,0.7919678103000001,0.8153320692,0.7976074590000001,0.7943848026,0.8104980846000001,0.8129150769,0.8145264051000001,0.8080810923,0.8104980846000001,0.813720741
PILOT_TCP,ARIS,2.9769288495,3.0349366647,3.0728028774,0.0032226564,0.0684814485,0.1474365303,0.2006103609,0.2634521607,0.30454102980000003,0.386718768,0.45439455240000004,0.5140136958,0.5728271751,0.6405029595,0.6654785466,0.7339599951,0.7943848026,0.8540039460000001,0.9136230894,0.9821045379000001,4294967253,4170382399,4168382060,4166384907,4164381869,4162381909,4160381801,4158381897,4156381883,4154381709,4152381831,4150381601,4148381613,4146381754,4144381910,4142382283,4140381753,4138381802,4136381912,4134381608,4132381607,0.8362793358,0.8411133204,0.8451416409,0.8322510153,0.8113037487,0.8048584359000001,0.8088867564000001,0.8072754282,0.7911621462,0.7903564821,0.8064697641,0.8121094128,0.8217773820000001,0.8121094128,0.8161377333000001,0.7984131231,0.8056641,0.8193603897,0.8161377333000001,0.8201660538000001,0.8177490615,0.8185547256,0.8177490615,0.8233887102,0.8185547256,0.8096924205,0.8121094128,0.8161377333000001,0.8064697641,0.8129150769,0.8008301154,0.8201660538000001,0.7951904667,0.7951904667,0.8233887102,0.813720741,0.8096924205,0.7774658565,0.8096924205,0.813720741
PILOT_TCP,ARIS,2.2284669006,2.2985596773,2.3646241335,2.4153809718,2.4862794126,2.5483155483,2.6683594992,2.7328126272,2.7545655579,2.8182130218,2.8866944703,2.9503419342,3.0123780699,3.0671632287,0.0153076179,0.0652587921,0.1426025457,0.1957763763,0.2747314581,0.330322281,4294967253,4090379598,4088379656,4086379703,4084379642,4082379592,4080380317,4080232415,4074379572,4072379646,4070379864,4068379774,4066379562,4064379558,4062379709,4060379649,4058379581,4056379539,4054379651,4052379699,4050379716,0.8330566794,0.8386963281,0.8129150769,0.8330566794,0.8241943743,0.8346680076,0.8362793358,0.8330566794,0.8403076563,0.8491699614,0.8370849999000001,0.8201660538000001,0.8362793358,0.8523926178,0.829834023,0.8201660538000001,0.7911621462,0.8177490615,0.8088867564000001,0.8153320692,0.813720741,0.8024414436,0.8193603897,0.8048584359000001,0.8145264051000001,0.8080810923,0.8113037487,0.8121094128,0.8024414436,0.8080810923,0.8217773820000001,0.8177490615,0.8096924205,0.8145264051000001,0.8056641,0.8217773820000001,0.8113037487,0.8088867564000001,0.8088867564000001,0.8193603897
PILOT_TCP,ARIS,0.3593261886,0.4092773628,0.475341819,0.5502685803,0.6010254186,0.6783691722,0.7291260105,0.7903564821,0.8612549229,0.8983154715,0.9651855918000001,1.0546143069,1.0683105966,1.1392090374000001,1.2036621654,1.2544190037,1.3156494753,1.3664063136,1.4518067082000001,1.4993408901,4294967253,4048379082,4046379297,4044379053,4042379507,4040379233,4038379199,4036379271,4034379109,4032379118,4030379652,4028379023,4026379195,4024379219,4022379393,4020379125,4018379153,4016379103,4014379689,4012379113,4010379139,0.8113037487,0.8088867564000001,0.8088867564000001,0.8024414436,0.8225830461,0.8104980846000001,0.813720741,0.8145264051000001,0.8169433974,0.8145264051000001,0.8201660538000001,0.8169433974,0.8217773820000001,0.8040527718,0.8169433974,0.8266113666,0.8314453512000001,0.8153320692,0.7984131231,0.8169433974,0.8032471077000001,0.8145264051000001,0.8113037487,0.8161377333000001,0.8209717179,0.8209717179,0.8064697641,0.8129150769,0.8121094128,0.8161377333000001,0.7984131231,0.8088867564000001,0.8161377333000001,0.8169433974,0.8088867564000001,0.8209717179,0.8177490615,0.8169433974,0.8225830461,0.8153320692
PILOT_TCP,ARIS,1.5863526129,1.6363037871000001,1.7031739074,1.7684326995000001,1.7974366071,1.8586670787000001,1.917480558,1.9899903270000001,2.0512207986,2.1003663087,2.1559571316,2.2308838929,2.2937256927000003,2.3468995233000003,2.4242432769,2.4870850767,2.5128663279,2.5740967995,2.634521607,2.7054200478,4294967253,4008378582,4006378712,4004378482,4002378536,4000378431,3998379231,3996378462,3994378464,3992378658,3990378624,3988378646,3986378459,3984378915,3982378700,3980378740,3978378763,3976378544,3974378703,3972378615,3970378751,0.8290283589,0.813720741,0.8225830461,0.8161377333000001,0.8113037487,0.8306396871,0.829834023,0.8362793358,0.8338623435,0.8225830461,0.8386963281,0.8201660538000001,0.837890664,0.8338623435,0.8330566794,0.8411133204,0.8250000384,0.8435303127,0.8225830461,0.8370849999000001,0.8072754282,0.8072754282,0.7984131231,0.8153320692,0.7831055052,0.8129150769,0.8169433974,0.8064697641,0.8008301154,0.8104980846000001,0.7855224975,0.8121094128,0.8209717179,0.789550818,0.8153320692,0.7839111693,0.8129150769,0.8185547256,0.8193603897,0.8129150769
PILOT_TCP,ARIS,2.7537598938000003,2.8214356782000003,2.8987794318,2.9543702547,3.0156007263,3.0744142056,0.0209472666,0.07331543310000001,0.1111816458,0.1683837969,0.2280029403,0.2964843888,0.3552978681,0.4181396679,0.475341819,0.5446289316,0.5969970981,0.6711181953,0.7114014003,0.8008301154,4294967253,3968377944,3966378065,3964378172,3962378273,3960378705,3958377945,3956378069,3954378016,3952378022,3950377905,3948378112,3946378069,3944378096,3942378337,3940378348,3938378351,3936378209,3934378140,3932378056,3930377931,0.8523926178,0.8370849999000001,0.8403076563,0.8548096101,0.8475586332,0.8475586332,0.8564209383,0.8113037487,0.8161377333000001,0.7959961308,0.8129150769,0.8161377333000001,0.8096924205,0.7951904667,0.8193603897,0.8153320692,0.813720741,0.8024414436,0.8209717179,0.8129150769,0.8217773820000001,0.8048584359000001,0.8145264051000001,0.8145264051000001,0.8113037487,0.8129150769,0.8080810923,0.8104980846000001,0.8056641,0.7839111693,0.8096924205,0.8153320692,0.8193603897,0.7919678103000001,0.8104980846000001,0.8217773820000001,0.8096924205,0.8153320692,0.8129150769,0.7758545283
PILOT_TCP,ARIS,2.0415528294,2.0931153318,2.1664307649,2.1656251008000003,2.2623047928,2.3952393693,2.4347169102,2.5104493356,2.570068479,2.6466065685,2.6973634068,2.755371222,2.8222413423,2.8786378293,2.9068360728,2.9785401777000002,3.0260743596,3.1066407696000002,0.033837892200000004,0.0990966843,4294967253,3888373639,3886373584,3884373499,3882373663,3880373543,3880231254,3874373827,3872373809,3870373679,3868373635,3866373612,3864373981,3862373985,3860373307,3858373542,3856373676,3854373345,3852373945,3850373865,3848373340,0.8314453512000001,0.8346680076,0.8322510153,0.8274170307000001,0.8370849999000001,0.8322510153,0.845947305,0.8427246486000001,0.8395019922,0.8475586332,0.8475586332,0.8427246486000001,0.845947305,0.8475586332,0.8411133204,0.8241943743,0.8507812896,0.8435303127,0.0708984408,0.096679692,0.7959961308,0.8145264051000001,0.8088867564000001,0.8056641,0.8225830461,0.813720741,0.8040527718,0.8145264051000001,0.8121094128,0.8032471077000001,0.8201660538000001,0.8096924205,0.7992187872000001,0.8161377333000001,0.8088867564000001,0.8161377333000001,0.8225830461,0.8113037487,0.0257812512,0.0974853561
PILOT_TCP,ARIS,0.1667724687,0.217529307,0.28762208370000003,0.3343506015,0.4076660346,0.48339846000000003,0.5059570548,0.5655761982,0.6308349903,0.6993164388,0.7653808950000001,0.8185547256,0.8910644946,0.9563232867,1.0239990711,1.079589894,1.1416260297,1.2060791577,1.2391113858,1.2947022087,4294967253,3846372820,3844372856,3842373025,3840372905,3838372763,3836373083,3834372946,3832372754,3830373121,3828373067,3826372930,3824372904,3822372873,3820372807,3818372780,3816373112,3814372903,3812372964,3810372854,3808372952,0.1627441482,0.2231689557,0.290039076,0.3617431809,0.4076660346,0.48823244460000004,0.5107910394,0.5671875264,0.6429199518000001,0.7033447593000001,0.7653808950000001,0.8056641,0.8878418382000001,0.9522949662,1.0183594224,1.0763672376,1.135986381,1.2125244705,1.2479736909,1.2979248651,0.15468750720000002,0.2312255967,0.2843994273,0.3512695476,0.42700197300000003,0.4785644754,0.5140136958,0.572021511,0.6485596005,0.6952881183,0.7645752309,0.8314453512000001,0.8870361741,0.9490723098,1.0199707506,1.0457520018,1.1327637246,1.1915772039,1.232666073,1.3059815061
PILOT_TCP,ARIS,1.3704346341,1.4147461596,1.4695313184,1.5500977284000002,1.6218018333,1.6854492972000001,1.7490967611000001,1.8054932481000001,1.869140712,1.9392334887,1.9682373963000002,2.0222168910000002,2.09472666,2.1583741239000003,2.2187989314000003,2.2824463953,2.3509278438,2.408935659,2.4701661306,2.5281739458,4294967253,3806372022,3804372132,3802371765,3800371858,3798371744,3796372011,3794374333,3792371758,3790371842,3788372042,3786371899,3784372052,3782371727,3780371895,3778372131,3776372055,3774371767,3772371830,3770371993,3768371797,1.3688233059000001,1.4179688160000001,1.4880615927,1.5533203848000001,1.6258301538,1.6862549613,1.7458741047000002,1.8087159045,1.8602784069,1.9432618092,1.9513184502,2.0310791961,2.0890870113,2.1543458034,2.2204102596,2.280029403,2.3323975695,2.4097413231,2.473388787,2.5322022663,1.3502930316000001,1.426025457,1.482421944,1.5517090566,1.6218018333,1.6773926562,1.7378174637000001,1.8111328968,1.8771973530000001,1.9352051682,1.9617920835,2.0278565397,2.0955323241,2.1470948265,2.2220215878,2.2864747158000003,2.3501221797,2.4049073385,2.473388787,2.5402589073
PILOT_TCP,ARIS,2.5966553943,2.6659425069,2.6885011017,2.7569825502,2.8061280603000003,2.8850831421,2.9567872470000003,3.021240375,3.0478272903,3.1428956541,0.0088623051,0.08298340230000001,0.16032715590000002,0.2030273532,0.2642578248,0.3198486477,0.3899414244,0.4535888883,0.5140136958,0.5704101828,4294967253,3766371254,3764371291,3762371369,3760371246,3758371473,3756371322,3754371176,3752371195,3750371328,3748371358,3746371330,3744371246,3742371335,3740371744,3738371486,3736371160,3734371155,3732371139,3730371281,3728371432,2.6014893789,2.666748171,2.6917237581,2.7593995425,2.8230470064,2.8826661498,2.9414796291000003,2.9962647879,3.0760255338,3.1388673336,0.8572266024,0.8129150769,0.8064697641,0.8056641,0.8145264051000001,0.8113037487,0.8056641,0.8024414436,0.8056641,0.789550818,2.5926270738,2.6683594992,2.7021973914,2.7618165348,2.8222413423,2.8866944703,2.9527589265,3.0099610776,3.0728028774,3.1396729977,0.8185547256,0.8040527718,0.7822998411000001,0.8169433974,0.7855224975,0.8169433974,0.8056641,0.8129150769,0.8016357795,0.8121094128
PILOT_TCP,ARIS,1.8288575070000002,1.8973389555,1.9432618092,2.0069092731000002,2.1333985368,2.1938233443,2.2502198313,2.3259522567,2.3775147591,2.4202149564,2.4758057793,2.5531495329,2.6135743404,2.6530518813,2.7239503221,2.7964600911,2.8294923192,2.9173097061,2.9745118572,3.0244630314000003,4294967253,3686370740,3684370792,3682370192,3680370176,3680230936,3674370488,3672370711,3670370353,3668370060,3666370233,3664370214,3662370041,3660370272,3658370144,3656370052,3654370357,3652370249,3650370348,3648370072,3646370024,0.8282226948,0.8386963281,0.837890664,0.7992187872000001,0.8185547256,0.8354736717,0.8274170307000001,0.8306396871,0.8411133204,0.8411133204,0.8306396871,0.8274170307000001,0.8395019922,0.8185547256,0.845947305,0.837890664,0.8395019922,0.8515869537,0.8483642973000001,0.8403076563,0.8096924205,0.8121094128,0.7871338257,0.8153320692,0.8113037487,0.8129150769,0.8104980846000001,0.8088867564000001,0.8113037487,0.8129150769,0.7879394898000001,0.8008301154,0.8161377333000001,0.8169433974,0.8008301154,0.8056641,0.8121094128,0.8113037487,0.8177490615,0.8161377333000001
PILOT_TCP,ARIS,3.1082520978,0.0,0.07734375360000001,0.1337402406,0.1869140712,0.257812512,0.3270996246,0.3915527526,0.4568115447,0.5107910394,0.5696045187000001,0.6324463185,0.6695068671000001,0.7339599951,0.7984131231,0.8427246486000001,0.9224853945,0.9885498507,1.0417236813,1.1126221221,4294967253,3644369694,3642369688,3640370139,3638369959,3636369568,3634369652,3632369629,3630369726,3628369637,3626370004,3624369523,3622369511,3620369682,3618369756,3616369460,3614369787,3612369700,3610369456,3608370269,3606369806,0.8411133204,0.8443359768,0.8169433974,0.8064697641,0.8032471077000001,0.8104980846000001,0.8048584359000001,0.8104980846000001,0.8113037487,0.8064697641,0.8161377333000001,0.8145264051000001,0.813720741,0.8064697641,0.8217773820000001,0.8104980846000001,0.8177490615,0.8185547256,0.8209717179,0.8250000384,0.8282226948,0.8016357795,0.8113037487,0.8217773820000001,0.8096924205,0.8096924205,0.8080810923,0.7959961308,0.8153320692,0.8185547256,0.8169433974,0.8258057025000001,0.8185547256,0.8088867564000001,0.8008301154,0.8201660538000001,0.7976074590000001,0.8129150769,0.8064697641,0.7976074590000001
PILOT_TCP,ARIS,1.1569336476,1.2342774012,1.2858399036000001,1.3478760393,1.3841309238000001,1.4574463569,1.5130371798,1.5847412847,1.6403321076000001,1.7047852356,1.7668213713,1.8288575070000002,1.8852539940000002,1.9376221605000001,2.0157715782,2.078613378,2.1011719728,2.1648194367,2.2437745185,2.2969483491,4294967253,3604369015,3602369197,3600368961,3598369683,3596369627,3594369239,3592368963,3590369281,3588369087,3586369154,3584369154,3582368931,3580368985,3578368944,3576368969,3574369039,3572369212,3570370125,3568368856,3566369451,0.8282226948,0.8193603897,0.8088867564000001,0.8161377333000001,0.8250000384,0.8241943743,0.8201660538000001,0.8225830461,0.829834023,0.8338623435,0.8193603897,0.8169433974,0.8411133204,0.8201660538000001,0.8346680076,0.8314453512000001,0.8338623435,0.8419189845,0.8314453512000001,0.8306396871,0.8129150769,0.8201660538000001,0.8096924205,0.8185547256,0.8217773820000001,0.8104980846000001,0.8185547256,0.8096924205,0.8121094128,0.8056641,0.813720741,0.8185547256,0.7839111693,0.8145264051000001,0.8104980846000001,0.8113037487,0.8096924205,0.8145264051000001,0.8121094128,0.8072754282
PILOT_TCP,ARIS,2.3614014771000003,2.425048941,2.4870850767,2.5483155483,2.6159913327,2.6675538351,2.7255616503,2.7932374347,2.8327149756,2.8866944703,2.9487306060000003,3.0059327571,3.0719972133,0.019335938400000002,0.0870117228,0.136962897,0.1973877045,0.2513671992,0.3327392733,0.3891357603,4294967253,3564368191,3562368001,3560367926,3558367938,3556368116,3554368522,3552368227,3550367862,3548367880,3546368015,3544368030,3542367986,3540368045,3538367927,3536368115,3534368075,3532368068,3530368116,3528368652,3526368223,0.8354736717,0.837890664,0.845947305,0.8258057025000001,0.8386963281,0.8467529691,0.8403076563,0.8266113666,0.8419189845,0.8435303127,0.845947305,0.8491699614,0.8370849999000001,0.8435303127,0.8113037487,0.7943848026,0.8056641,0.7959961308,0.7911621462,0.789550818,0.8096924205,0.8145264051000001,0.8088867564000001,0.7911621462,0.8241943743,0.8088867564000001,0.8161377333000001,0.8161377333000001,0.8153320692,0.8169433974,0.7959961308,0.8177490615,0.8096924205,0.8080810923,0.8104980846000001,0.7992187872000001,0.8080810923,0.8088867564000001,0.8008301154,0.8121094128
PILOT_TCP,ARIS,1.6298584743,1.6983399228,1.7571534021000002,1.8780030171,1.9029786042,1.9883789988,2.0439698217,2.0770020498,2.1688477572,2.2405518621000002,2.2824463953,2.3565674925,2.408935659,2.4790284357,2.521728633,2.5587891816,2.634521607,2.698974735,2.7642335271,2.8319093115,4294967253,3484366286,3482366523,3480366431,3480229411,3474366425,3472366583,3470366259,3468366455,3466366409,3464366558,3462366264,3460366250,3458366405,3456366854,3454366568,3452366545,3450366435,3448366528,3446366675,3444366451,0.8121094128,0.8088867564000001,0.8330566794,0.8266113666,0.8314453512000001,0.8129150769,0.8282226948,0.8370849999000001,0.8370849999000001,0.837890664,0.8282226948,0.8338623435,0.8411133204,0.8338623435,0.8419189845,0.8362793358,0.8346680076,0.8362793358,0.8362793358,0.8346680076,0.8096924205,0.8169433974,0.7798828488,0.8096924205,0.8217773820000001,0.8185547256,0.8177490615,0.8129150769,0.8056641,0.8153320692,0.8185547256,0.8072754282,0.7984131231,0.8104980846000001,0.8032471077000001,0.8129150769,0.7951904667,0.8064697641,0.8193603897,0.8040527718
PILOT_TCP,ARIS,2.8939454472,2.9430909573,2.9978761161,3.0566895954,0.0,0.0668701203,0.1023193407,0.1732177815,0.2392822377,0.2892334119,0.3528808758,0.4245849807,0.48259279590000004,0.539794947,0.5986084263,0.6533935851,0.7379883156,0.7976074590000001,0.829834023,0.8765625408000001,4294967253,3442365881,3440365707,3438366051,3436365747,3434366041,3432365930,3430366514,3428366261,3426365757,3424365693,3422366021,3420365789,3418368707,3416365713,3414365985,3412365699,3410365948,3408365910,3406366287,3404365882,0.8403076563,0.8531982819,0.8515869537,0.8290283589,0.8427246486000001,0.7992187872000001,0.7943848026,0.7968017949,0.8104980846000001,0.8008301154,0.8209717179,0.8032471077000001,0.8016357795,0.7976074590000001,0.8129150769,0.813720741,0.8145264051000001,0.8193603897,0.8080810923,0.8290283589,0.8104980846000001,0.8080810923,0.813720741,0.8024414436,0.8177490615,0.8064697641,0.8169433974,0.8161377333000001,0.8145264051000001,0.8153320692,0.8185547256,0.8064697641,0.8201660538000001,0.8153320692,0.8040527718,0.7855224975,0.8161377333000001,0.8185547256,0.8201660538000001,0.8145264051000001
PILOT_TCP,ARIS,0.9281250432,1.0119141096,1.079589894,1.135986381,1.1956055244000001,1.2536133396,1.2963135369,1.3913819007000001,1.4437500672,1.5138428439,1.5275391336000002,1.5903809334,1.6475830845000001,1.7370117996,1.7893799661,1.8626953992000002,1.9303711836000002,1.9787110296000001,2.0447754858000002,2.0850586908,4294967253,3402365244,3400368245,3398365427,3396365407,3394365218,3392365204,3390365554,3388365430,3386365152,3384365226,3382365156,3380365330,3378365285,3376365345,3374365132,3372365263,3370365571,3368365349,3366365147,3364365122,0.8193603897,0.8250000384,0.8282226948,0.8233887102,0.8241943743,0.8209717179,0.8217773820000001,0.8153320692,0.829834023,0.8096924205,0.8250000384,0.8274170307000001,0.8161377333000001,0.8088867564000001,0.8032471077000001,0.8290283589,0.8258057025000001,0.8072754282,0.8362793358,0.8330566794,0.8217773820000001,0.8169433974,0.8161377333000001,0.8161377333000001,0.8064697641,0.7959961308,0.8129150769,0.8169433974,0.8153320692,0.8113037487,0.813720741,0.8161377333000001,0.8233887102,0.8145264051000001,0.8145264051000001,0.8048584359000001,0.8121094128,0.8145264051000001,0.8177490615,0.8113037487
PILOT_TCP,ARIS,2.1736817418,2.2010743212,2.2623047928,2.3219239362,2.3879883924,2.4596924973000003,2.5112549997,2.5829591046,2.618408325,2.7021973914,2.7626221989,2.8294923192,2.884277478,2.9463136137,2.9841798264,3.0478272903,3.1042237773,0.048339846,0.07895508180000001,0.169189461,4294967253,3362365054,3360365052,3358365124,3356364826,3354364734,3352365103,3350364652,3348364650,3346367526,3344364815,3342364874,3340365136,3338364702,3336364783,3334364546,3332364548,3330364652,3328365367,3326364607,3324364700,0.8306396871,0.8217773820000001,0.8338623435,0.8258057025000001,0.8354736717,0.8177490615,0.8370849999000001,0.8386963281,0.8515869537,0.8483642973000001,0.8096924205,0.845947305,0.8435303127,0.8346680076,0.8499756255,0.8483642973000001,0.8507812896,0.8330566794,0.8096924205,0.8064697641,0.8048584359000001,0.8104980846000001,0.8169433974,0.8193603897,0.8064697641,0.8129150769,0.813720741,0.7992187872000001,0.8080810923,0.8153320692,0.8096924205,0.8129150769,0.8250000384,0.8048584359000001,0.8104980846000001,0.7984131231,0.8016357795,0.8209717179,0.8121094128,0.8024414436
PILOT_TCP,ARIS,1.4195801442,1.4767822953,1.6129395282,1.6685303511,1.7345948073000002,1.788574302,1.861084071,1.9207032144,1.9883789988,1.9980469680000001,2.0689454088,2.1390381855,2.2010743212,2.2663331133,2.3259522567,2.384765736,2.4508301922,2.4854737485,2.5708741431,2.6329102788000003,4294967253,3282363444,3280363654,3280228411,3274363750,3272363511,3270363447,3268363603,3266364213,3264363482,3262363619,3260364885,3258363712,3256363422,3254363804,3252364121,3250363418,3248363511,3246363497,3244363859,3242363679,0.8314453512000001,0.8169433974,0.8282226948,0.8121094128,0.8266113666,0.8322510153,0.813720741,0.8314453512000001,0.8169433974,0.829834023,0.8290283589,0.8290283589,0.8040527718,0.8362793358,0.8330566794,0.8274170307000001,0.8258057025000001,0.8354736717,0.8435303127,0.8346680076,0.8193603897,0.8209717179,0.8209717179,0.8185547256,0.8193603897,0.8088867564000001,0.8096924205,0.8000244513,0.7911621462,0.8153320692,0.8000244513,0.813720741,0.8193603897,0.8080810923,0.8121094128,0.8193603897,0.8266113666,0.8209717179,0.8153320692,0.813720741
PILOT_TCP,ARIS,2.6949464145,2.7344239554,2.7916261065,2.8649415396,2.9189210343000003,2.9761231854,3.045410298,3.1026124491,0.0467285178,0.1023193407,0.1708007892,0.23847657360000002,0.2634521607,0.3198486477,0.3681884937,0.44956056780000003,0.5132080317000001,0.5712158469,0.6461426082,0.7081787439,4294967253,3240362909,3238362976,3236363116,3234363014,3232362937,3230362944,3228363185,3226362970,3224363150,3222363059,3220362998,3218363031,3216362980,3214362959,3212363085,3210363308,3208363051,3206363008,3204363036,3202362900,0.8427246486000001,0.8507812896,0.8427246486000001,0.8443359768,0.8330566794,0.8475586332,0.8483642973000001,0.829834023,0.8596435947000001,0.8080810923,0.8024414436,0.7992187872000001,0.781494177,0.7959961308,0.8048584359000001,0.8161377333000001,0.8241943743,0.8016357795,0.8008301154,0.8113037487,0.8129150769,0.8258057025000001,0.8008301154,0.8064697641,0.8193603897,0.8121094128,0.8088867564000001,0.8169433974,0.7959961308,0.8209717179,0.8008301154,0.7968017949,0.8113037487,0.8048584359000001,0.8217773820000001,0.8201660538000001,0.8177490615,0.8161377333000001,0.7951904667,0.8169433974
PILOT_TCP,ARIS,0.7661865591,0.8346680076,0.8580322665,0.9619629354,0.9861328584,1.0159424301,1.1134277862,1.1770752501000001,1.2407227140000001,1.2922852164,1.3631836572,1.4107178391000001,1.4791992876,1.5412354233,1.6081055436,1.6725586716,1.7039795715000001,1.77246102,1.8256348506,1.893310635,4294967253,3200363082,3198362648,3196362498,3194362698,3192362509,3190362713,3188362359,3186362537,3184362394,3182362968,3180362732,3178362651,3176362519,3174364036,3172362627,3170363031,3168362411,3166362435,3164362422,3162362696,0.8177490615,0.7863281616000001,0.8250000384,0.8201660538000001,0.8177490615,0.8129150769,0.8104980846000001,0.7871338257,0.8266113666,0.8209717179,0.8322510153,0.8258057025000001,0.8330566794,0.8266113666,0.8338623435,0.8314453512000001,0.8282226948,0.8258057025000001,0.8370849999000001,0.8314453512000001,0.8217773820000001,0.8161377333000001,0.8096924205,0.8193603897,0.8072754282,0.8217773820000001,0.8121094128,0.8104980846000001,0.8104980846000001,0.8032471077000001,0.8193603897,0.8056641,0.7951904667,0.813720741,0.8209717179,0.8064697641,0.8161377333000001,0.8008301154,0.8153320692,0.8113037487
PILOT_TCP,ARIS,1.9521241143,2.0206055628,2.0633057601,2.1422608419,2.1970460007,2.2663331133,2.3251465926,2.384765736,2.3952393693,2.4741944511000002,2.5467042201,2.6006837148,2.6554688736000003,2.7279786426,2.7932374347,2.8568848986,2.908447401,2.972900529,3.0357423288,3.0832765107,4294967253,3160361728,3158361409,3156361555,3154361411,3152362072,3150361635,3148361522,3146361471,3144361923,3142361393,3140361701,3138361782,3136361486,3134361579,3132361501,3130361309,3128361765,3126361806,3124363821,3122361435,0.8274170307000001,0.8250000384,0.837890664,0.8346680076,0.829834023,0.8290283589,0.8411133204,0.8338623435,0.8290283589,0.8225830461,0.8338623435,0.8370849999000001,0.845947305,0.8314453512000001,0.8395019922,0.8499756255,0.8540039460000001,0.8515869537,0.8419189845,0.8467529691,0.8088867564000001,0.7758545283,0.8153320692,0.8193603897,0.8096924205,0.8185547256,0.8064697641,0.8064697641,0.7976074590000001,0.7911621462,0.8056641,0.7911621462,0.8056641,0.8056641,0.7959961308,0.8185547256,0.8145264051000001,0.8201660538000001,0.8145264051000001,0.8193603897
