C:\COSMOS\Basic\outputs\logs\2023_04_02_20_05_33_tlm.bin

TARGET,PACKET,SAMPLE_1_3,SAMPLE_2_3,SAMPLE_3_3,SAMPLE_4_3,SAMPLE_5_3,SAMPLE_6_3,SAMPLE_7_3,SAMPLE_8_3,SAMPLE_9_3,SAMPLE_10_3,SAMPLE_11_3,SAMPLE_12_3,SAMPLE_13_3,SAMPLE_14_3,SAMPLE_15_3,SAMPLE_16_3,SAMPLE_17_3,SAMPLE_18_3,SAMPLE_19_3,SAMPLE_20_3,START_TIME,COLLECTIME1,COLLECTIME2,COLLECTIME3,COLLECTIME4,COLLECTIME5,COLLECTIME6,COLLECTIME7,COLLECTIME8,COLLECTIME9,COLLECTIME10,COLLECTIME11,COLLECTIME12,COLLECTIME13,COLLECTIME14,COLLECTIME15,COLLECTIME16,COLLECTIME17,COLLECTIME18,COLLECTIME19,COLLECTIME20,SAMPLE_1_1,SAMPLE_2_1,SAMPLE_3_1,SAMPLE_4_1,SAMPLE_5_1,SAMPLE_6_1,SAMPLE_7_1,SAMPLE_8_1,SAMPLE_9_1,SAMPLE_10_1,SAMPLE_11_1,SAMPLE_12_1,SAMPLE_13_1,SAMPLE_14_1,SAMPLE_15_1,SAMPLE_16_1,SAMPLE_17_1,SAMPLE_18_1,SAMPLE_19_1,SAMPLE_20_1,SAMPLE_1_2,SAMPLE_2_2,SAMPLE_3_2,SAMPLE_4_2,SAMPLE_5_2,SAMPLE_6_2,SAMPLE_7_2,SAMPLE_8_2,SAMPLE_9_2,SAMPLE_10_2,SAMPLE_11_2,SAMPLE_12_2,SAMPLE_13_2,SAMPLE_14_2,SAMPLE_15_2,SAMPLE_16_2,SAMPLE_17_2,SAMPLE_18_2,SAMPLE_19_2,SAMPLE_20_2
PILOT_TCP,ARIS,2.2010743212,2.2373292057,2.3114503029,2.3815430796,2.449218864,2.4709717947,2.5370362509,2.5869874251000002,2.6659425069,2.7328126272,2.7932374347,2.8593018909,2.9277833394,2.9833741623,3.0389649852000002,3.101806785,0.0418945332,0.0612304716,0.1426025457,0.20222168910000002,4294967254,1571449561,1569450066,1567449742,1565449665,1563449894,1561449777,1559449629,1557449585,1555449896,1553449807,1551449582,1549449616,1547450134,1545452749,1543449735,1541449851,1539449522,1537449711,1535450268,1533450056,0.8346680076,0.8395019922,0.8177490615,0.8362793358,0.8258057025000001,0.8411133204,0.8403076563,0.8241943743,0.8403076563,0.8386963281,0.8435303127,0.8491699614,0.8499756255,0.8338623435,0.8564209383,0.8088867564000001,0.8604492588,0.8088867564000001,0.8104980846000001,0.8113037487,0.8225830461,0.8104980846000001,0.8080810923,0.8185547256,0.8113037487,0.8129150769,0.8185547256,0.7959961308,0.8153320692,0.8080810923,0.7968017949,0.8113037487,0.8177490615,0.8145264051000001,0.8153320692,0.8193603897,0.8104980846000001,0.8225830461,0.8209717179,0.8064697641
PILOT_TCP,ARIS,0.2489502069,0.3254882964,0.3907470885,0.4479492396,0.5011230702,0.5752441674000001,0.6493652646,0.692871126,0.7557129258,0.7911621462,0.8588379306,0.9216797304000001,0.9821045379000001,1.0425293454,1.111816458,1.1641846245,1.2238037679,1.2882568959,1.3559326803,1.4187744801,4294967254,1531448727,1529449258,1527448519,1525448708,1523448774,1521448788,1519448657,1517449279,1515448862,1513448544,1511448861,1509449959,1507449159,1505448779,1503448657,1501448761,1499448626,1497448666,1495448524,1493448869,0.7943848026,0.8048584359000001,0.8024414436,0.8185547256,0.8104980846000001,0.7911621462,0.8225830461,0.8209717179,0.8201660538000001,0.8056641,0.8266113666,0.8217773820000001,0.7903564821,0.8169433974,0.8241943743,0.8282226948,0.8161377333000001,0.8104980846000001,0.813720741,0.8266113666,0.7935791385000001,0.8096924205,0.8169433974,0.8177490615,0.8169433974,0.8048584359000001,0.8177490615,0.8153320692,0.8209717179,0.813720741,0.8217773820000001,0.8129150769,0.8258057025000001,0.8201660538000001,0.8113037487,0.8193603897,0.8104980846000001,0.8080810923,0.8121094128,0.8121094128
PILOT_TCP,ARIS,1.4566406928,1.4945069055,1.5734619873,1.6395264435,1.683837969,1.7676270354,1.8208008660000001,1.8900879786,1.9456788015000002,2.0149659141000003,2.0794190421,2.1519288111,2.1760987341,2.2333008852000003,2.2937256927000003,2.3581788207,2.4210206205,2.4838624203,2.5273682817000003,2.6031007071,4294967254,1491448419,1489447997,1487447966,1485448065,1483448043,1481448159,1479448618,1477448236,1475448150,1473448104,1471448277,1469448017,1467447958,1465448063,1463448319,1461447938,1459448066,1457448053,1455449623,1453447931,0.8282226948,0.8338623435,0.8362793358,0.8330566794,0.8274170307000001,0.8177490615,0.8322510153,0.8282226948,0.8282226948,0.8354736717,0.8386963281,0.8362793358,0.8161377333000001,0.8435303127,0.8233887102,0.8411133204,0.8362793358,0.8274170307000001,0.8427246486000001,0.845947305,0.7887451539,0.8113037487,0.8185547256,0.7943848026,0.8056641,0.7992187872000001,0.8241943743,0.8096924205,0.8177490615,0.8161377333000001,0.8185547256,0.8064697641,0.8177490615,0.8048584359000001,0.8217773820000001,0.7992187872000001,0.8016357795,0.8129150769,0.8145264051000001,0.8129150769
PILOT_TCP,ARIS,2.6715821556,2.7320069631,2.7610108707000003,2.8584962268000003,2.9197266984,2.9511475983,3.0156007263,3.0719972133,0.0112792974,0.0862060587,0.136962897,0.1957763763,0.257812512,0.32629396050000004,0.3891357603,0.4398925986,0.5003174061,0.5406006111,0.6058594032,0.660644562,4294967254,1451444152,1449444058,1447444784,1445444321,1443444076,1441444098,1439444361,1437444143,1435444311,1433444376,1431444236,1429443999,1427444718,1425444419,1423444176,1421444275,1419444091,1417444259,1415444285,1413444012,0.8435303127,0.8435303127,0.8338623435,0.8395019922,0.8443359768,0.845947305,0.8362793358,0.8354736717,0.8080810923,0.8096924205,0.8121094128,0.8121094128,0.8145264051000001,0.773437536,0.8064697641,0.781494177,0.8096924205,0.8113037487,0.7959961308,0.8233887102,0.8129150769,0.8104980846000001,0.8233887102,0.8185547256,0.8201660538000001,0.8121094128,0.8032471077000001,0.8113037487,0.8233887102,0.8161377333000001,0.7919678103000001,0.8153320692,0.8040527718,0.8161377333000001,0.8225830461,0.8121094128,0.8104980846000001,0.8161377333000001,0.8169433974,0.8016357795
PILOT_TCP,ARIS,1.2632813088000001,1.3277344368000001,1.3881592443000002,1.4606690133,1.4945069055,1.5758789796000001,1.6491944127,1.675781328,1.7305664868000001,1.7781006687,1.8498047736,1.9198975503,1.9762940373,2.0399415012,2.1052002933000002,2.1664307649,2.2139649468,2.3001710055,2.3662354617,2.3871827283,4294967254,1289443165,1287441540,1285441391,1283441499,1281441464,1279441582,1277441525,1275441733,1273441522,1271441628,1269441520,1267441469,1265441494,1263441266,1261441243,1259441758,1257441479,1255441340,1253444216,1251441666,0.8209717179,0.8282226948,0.8217773820000001,0.8113037487,0.8185547256,0.8129150769,0.7919678103000001,0.8330566794,0.8338623435,0.8104980846000001,0.8395019922,0.7992187872000001,0.8370849999000001,0.8250000384,0.8362793358,0.8411133204,0.8395019922,0.8258057025000001,0.8129150769,0.8427246486000001,0.8113037487,0.8096924205,0.8185547256,0.8241943743,0.8217773820000001,0.8048584359000001,0.8024414436,0.8161377333000001,0.8225830461,0.8185547256,0.813720741,0.7984131231,0.8145264051000001,0.8080810923,0.8096924205,0.8161377333000001,0.8250000384,0.8016357795,0.813720741,0.8056641
PILOT_TCP,ARIS,0.0515625024,0.1313232483,0.1917480558,0.2296142685,0.2884277478,0.3536865399,0.4229736525,0.4809814677,0.5551025649,0.6106933878,0.6703125312,0.7154297208,0.7984131231,0.8443359768,0.9232910586,0.9514893021,1.0199707506,1.0836182145,1.1448486861,1.1931885321,4294967254,1329441957,1327442086,1325444671,1323441994,1321441976,1319442570,1317442379,1315442251,1313442122,1311441917,1309441912,1307444343,1305442036,1303442082,1301441932,1299442344,1297441999,1295441982,1293441830,1291441799,0.8201660538000001,0.8040527718,0.8056641,0.8121094128,0.8161377333000001,0.7951904667,0.7992187872000001,0.8121094128,0.8121094128,0.8121094128,0.8121094128,0.813720741,0.8121094128,0.8113037487,0.8153320692,0.813720741,0.8217773820000001,0.8153320692,0.8217773820000001,0.8201660538000001,0.8080810923,0.8000244513,0.8169433974,0.8096924205,0.8153320692,0.8080810923,0.8121094128,0.8217773820000001,0.8121094128,0.7984131231,0.813720741,0.8072754282,0.8185547256,0.8177490615,0.8129150769,0.7847168334,0.7927734744,0.8201660538000001,0.8161377333000001,0.8185547256
PILOT_TCP,ARIS,1.9851563424,2.0471924781,2.1116456061,2.1769043982,2.2292725647,2.2913087004,2.3581788207,2.4169923,2.4725831229,2.5281739458,2.6079346917,2.6280762942,2.6997803991000002,2.7440919246,2.8190186859,2.8729981806000002,2.9495362701000003,3.005127093,3.0776368620000003,0.0120849615,4294967254,1369443080,1367442818,1365442705,1363442672,1361442687,1359442581,1357442625,1355442659,1353442532,1351442372,1349442437,1347442520,1345442602,1343443678,1341442607,1339442428,1337442449,1335442450,1333442374,1331442383,0.8395019922,0.8346680076,0.8330566794,0.8274170307000001,0.8346680076,0.8282226948,0.8338623435,0.8427246486000001,0.8386963281,0.8427246486000001,0.8427246486000001,0.8443359768,0.8499756255,0.8483642973000001,0.8250000384,0.8443359768,0.8491699614,0.8443359768,0.8483642973000001,0.8515869537,0.7992187872000001,0.781494177,0.8080810923,0.8145264051000001,0.8104980846000001,0.7951904667,0.7959961308,0.7782715206,0.813720741,0.8064697641,0.8177490615,0.8169433974,0.8088867564000001,0.8016357795,0.8129150769,0.7863281616000001,0.8048584359000001,0.8048584359000001,0.789550818,0.8145264051000001
PILOT_TCP,ARIS,0.7323486669,0.789550818,0.8612549229,0.9240967227,0.9812988738,1.0199707506,1.0997314965,1.152099663,1.2052734936,1.2713379498000001,1.329345765,1.3921875648,1.4550293646,1.5090088593,1.6467774204,1.6943116023,1.7619873867,1.8312744993,1.8739746966000002,1.9110352452000001,4294967254,1411443918,1409443489,1407443551,1405443696,1403443442,1401443446,1399443578,1397443584,1395443554,1393443570,1391443651,1389443709,1387444131,1385444069,1385272274,1379443498,1377443504,1375443684,1373444051,1371443693,0.8185547256,0.7871338257,0.8153320692,0.8008301154,0.8129150769,0.8161377333000001,0.8185547256,0.8266113666,0.8258057025000001,0.8032471077000001,0.8314453512000001,0.8274170307000001,0.8241943743,0.8233887102,0.8322510153,0.8241943743,0.8346680076,0.8290283589,0.8241943743,0.8330566794,0.8145264051000001,0.8185547256,0.8032471077000001,0.7984131231,0.8104980846000001,0.813720741,0.8153320692,0.8217773820000001,0.7959961308,0.8145264051000001,0.8056641,0.8121094128,0.7984131231,0.8201660538000001,0.8169433974,0.8161377333000001,0.8032471077000001,0.8024414436,0.8145264051000001,0.8161377333000001
PILOT_TCP,ARIS,2.4556641768,2.5177003125,2.5749024636,2.6393555916,2.7038087196,2.7602052066000002,2.8222413423,2.8987794318,2.9430909573,3.0091554135000003,3.0752198697,3.1010011209,0.0370605486,0.0958740279,0.15791016360000001,0.2352539172,0.2956787247,0.32629396050000004,0.418945332,0.491455101,4294967254,1249441115,1247440355,1245440752,1243440625,1241440377,1239440296,1237440381,1235440468,1233440303,1231440813,1229440205,1227440562,1225440207,1223440426,1221440485,1219440357,1217440728,1215440529,1213440505,1211440241,0.8209717179,0.8314453512000001,0.8523926178,0.8403076563,0.837890664,0.8282226948,0.837890664,0.8346680076,0.8564209383,0.8515869537,0.8483642973000001,0.8523926178,0.8419189845,0.8040527718,0.8048584359000001,0.8193603897,0.8096924205,0.7968017949,0.7871338257,0.8121094128,0.7927734744,0.8064697641,0.8225830461,0.8129150769,0.8201660538000001,0.8104980846000001,0.8153320692,0.7984131231,0.7943848026,0.8056641,0.8056641,0.8104980846000001,0.8169433974,0.8040527718,0.8145264051000001,0.8113037487,0.8145264051000001,0.8185547256,0.8088867564000001,0.8048584359000001
PILOT_TCP,ARIS,0.547851588,0.6010254186,0.668701203,0.7017334311,0.7565185899,0.8056641,0.8886475023,0.9490723098,1.0103027814,1.0675049325000001,1.1384033733,1.1964111885,1.2375000576000001,1.393798893,1.4131348314,1.4928955773,1.5476807361,1.5992432385,1.6790039844,1.7305664868000001,4294967254,1209439752,1207439949,1205439846,1203439922,1201440120,1199439656,1197439815,1195439822,1193439874,1191439980,1189440382,1187440458,1185440026,1185270868,1179439961,1177439733,1175439876,1173439688,1171439725,1169440452,0.7847168334,0.8048584359000001,0.8161377333000001,0.8185547256,0.8129150769,0.8153320692,0.8193603897,0.8201660538000001,0.8056641,0.829834023,0.8217773820000001,0.8088867564000001,0.8258057025000001,0.8274170307000001,0.8258057025000001,0.8129150769,0.8104980846000001,0.8322510153,0.8153320692,0.8201660538000001,0.8185547256,0.8217773820000001,0.8225830461,0.8193603897,0.8032471077000001,0.8113037487,0.8201660538000001,0.7919678103000001,0.8113037487,0.8177490615,0.8008301154,0.773437536,0.8080810923,0.813720741,0.8177490615,0.8121094128,0.8250000384,0.8145264051000001,0.8048584359000001,0.813720741
PILOT_TCP,ARIS,1.7998535994,1.8635010633,1.8925049709000001,1.973877045,2.0520264627,2.0802247062,2.1197022471,2.1978516648,2.2647217851,2.3235352644000002,2.3992676898000003,2.4355225743,2.5040040228000002,2.570068479,2.6321046147000002,2.7030030555,2.7706788399,2.8020997398,2.8584962268000003,2.924560683,4294967254,1167439449,1165439346,1163439240,1161439404,1159439426,1157439580,1155439262,1153439161,1151439163,1149439215,1147439195,1145439681,1143439568,1141439335,1139439293,1137439075,1135439139,1133439078,1131439682,1129439392,0.8322510153,0.8201660538000001,0.8354736717,0.8185547256,0.829834023,0.8314453512000001,0.8322510153,0.8250000384,0.829834023,0.8386963281,0.829834023,0.8411133204,0.837890664,0.8080810923,0.8419189845,0.8403076563,0.8467529691,0.8443359768,0.8427246486000001,0.8427246486000001,0.8088867564000001,0.8121094128,0.8169433974,0.7903564821,0.8080810923,0.8169433974,0.8161377333000001,0.7951904667,0.8064697641,0.8258057025000001,0.8129150769,0.8161377333000001,0.8088867564000001,0.7935791385000001,0.8040527718,0.8096924205,0.789550818,0.8193603897,0.8169433974,0.8104980846000001
